filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
EAN13_09_0032.jpg,62790,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[38,40,311,308],""all_points_y"":[104,151,140,91]}","{""barcode"":""ean_pattern""}"
EAN13_09_0031.jpg,59177,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[76,78,333,332],""all_points_y"":[123,164,174,125]}","{""barcode"":""ean_pattern""}"
EAN13_09_0030.jpg,64488,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[76,75,331,333],""all_points_y"":[84,124,113,69]}","{""barcode"":""ean_pattern""}"
EAN13_09_0029.jpg,102467,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[123,157,161,119],""all_points_y"":[9,9,307,301]}","{""barcode"":""ean_pattern""}"
EAN13_09_0028.jpg,77602,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[80,299,291,84],""all_points_y"":[185,196,227,219]}","{""barcode"":""ean_pattern""}"
EAN13_09_0027.jpg,67072,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[140,415,416,149],""all_points_y"":[221,223,258,263]}","{""barcode"":""ean_pattern""}"
EAN13_09_0026.jpg,92649,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[230,274,257,217],""all_points_y"":[146,150,401,391]}","{""barcode"":""ean_pattern""}"
EAN13_09_0025.jpg,85411,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[32,358,353,40],""all_points_y"":[356,361,405,402]}","{""barcode"":""ean_pattern""}"
EAN13_09_0024.jpg,91734,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[113,160,141,102],""all_points_y"":[222,224,507,502]}","{""barcode"":""ean_pattern""}"
EAN13_09_0022.jpg,81525,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[115,301,291,106],""all_points_y"":[185,211,243,217]}","{""barcode"":""ean_pattern""}"
EAN13_09_0045.jpg,80540,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[27,275,271,30],""all_points_y"":[327,343,385,362]}","{""barcode"":""ean_pattern""}"
EAN13_09_0044.jpg,83447,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[215,268,230,169],""all_points_y"":[137,139,485,477]}","{""barcode"":""ean_pattern""}"
EAN13_09_0043.jpg,74135,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[285,280,47,53],""all_points_y"":[263,303,274,238]}","{""barcode"":""ean_pattern""}"
EAN13_09_0042.jpg,99282,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[270,271,49,52],""all_points_y"":[183,222,215,176]}","{""barcode"":""ean_pattern""}"
EAN13_09_0041.jpg,91617,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[73,110,113,73],""all_points_y"":[169,169,400,398]}","{""barcode"":""ean_pattern""}"
EAN13_09_0040.jpg,90086,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[83,117,129,85],""all_points_y"":[196,195,437,435]}","{""barcode"":""ean_pattern""}"
EAN13_09_0039.jpg,82627,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[63,302,306,67],""all_points_y"":[197,181,225,234]}","{""barcode"":""ean_pattern""}"
EAN13_09_0038.jpg,78909,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[111,331,330,106],""all_points_y"":[217,235,271,255]}","{""barcode"":""ean_pattern""}"
EAN13_09_0037.jpg,74424,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[71,363,357,69],""all_points_y"":[159,175,218,205]}","{""barcode"":""ean_pattern""}"
EAN13_09_0036.jpg,87335,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[126,385,383,131],""all_points_y"":[75,84,133,113]}","{""barcode"":""ean_pattern""}"
EAN13_09_0035.jpg,74809,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[46,386,382,48],""all_points_y"":[33,29,71,73]}","{""barcode"":""ean_pattern""}"
EAN13_09_0034.jpg,76229,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[305,295,41,47],""all_points_y"":[87,121,103,61]}","{""barcode"":""ean_pattern""}"
EAN13_09_0056.jpg,93865,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[116,157,151,111],""all_points_y"":[150,152,371,372]}","{""barcode"":""ean_pattern""}"
EAN13_09_0055.jpg,81029,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[124,153,154,131],""all_points_y"":[127,127,274,270]}","{""barcode"":""ean_pattern""}"
EAN13_09_0054.jpg,89588,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[303,299,55,56],""all_points_y"":[289,332,309,270]}","{""barcode"":""ean_pattern""}"
EAN13_09_0053.jpg,85649,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[288,329,327,285],""all_points_y"":[81,85,385,383]}","{""barcode"":""ean_pattern""}"
EAN13_09_0052.jpg,83269,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[87,323,325,92],""all_points_y"":[155,153,190,190]}","{""barcode"":""ean_pattern""}"
EAN13_09_0051.jpg,82797,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[27,313,308,26],""all_points_y"":[85,83,137,122]}","{""barcode"":""ean_pattern""}"
EAN13_09_0050.jpg,84111,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[133,169,155,111],""all_points_y"":[98,103,347,338]}","{""barcode"":""ean_pattern""}"
EAN13_09_0049.jpg,97643,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[72,272,271,65],""all_points_y"":[321,313,346,348]}","{""barcode"":""ean_pattern""}"
EAN13_09_0048.jpg,112035,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[47,52,297,295],""all_points_y"":[384,415,409,373]}","{""barcode"":""ean_pattern""}"
EAN13_09_0047.jpg,104708,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[349,330,366,387],""all_points_y"":[74,345,346,73]}","{""barcode"":""ean_pattern""}"
EAN13_09_0046.jpg,73766,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[358,355,401,399],""all_points_y"":[8,368,362,8]}","{""barcode"":""ean_pattern""}"
EAN13_09_0068.jpg,93297,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[120,337,335,120],""all_points_y"":[195,187,226,230]}","{""barcode"":""ean_pattern""}"
EAN13_09_0067.jpg,72519,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[237,275,277,238],""all_points_y"":[3,3,258,263]}","{""barcode"":""ean_pattern""}"
EAN13_09_0066.jpg,59924,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[225,234,256,255],""all_points_y"":[93,280,275,85]}","{""barcode"":""ean_pattern""}"
EAN13_09_0065.jpg,62701,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[53,54,357,353],""all_points_y"":[252,313,307,246]}","{""barcode"":""ean_pattern""}"
EAN13_09_0064.jpg,66400,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[108,361,361,107],""all_points_y"":[59,51,111,101]}","{""barcode"":""ean_pattern""}"
EAN13_09_0063.jpg,68709,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[129,405,405,127],""all_points_y"":[107,105,157,149]}","{""barcode"":""ean_pattern""}"
EAN13_09_0062.jpg,78882,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[225,210,258,263],""all_points_y"":[31,283,285,39]}","{""barcode"":""ean_pattern""}"
EAN13_09_0061.jpg,86640,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[147,191,199,144],""all_points_y"":[47,49,349,348]}","{""barcode"":""ean_pattern""}"
EAN13_09_0060.jpg,88876,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[79,293,291,77],""all_points_y"":[351,361,397,388]}","{""barcode"":""ean_pattern""}"
EAN13_09_0059.jpg,79204,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[219,211,247,251],""all_points_y"":[161,433,435,161]}","{""barcode"":""ean_pattern""}"
EAN13_09_0058.jpg,82581,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[193,210,238,225],""all_points_y"":[204,453,453,199]}","{""barcode"":""ean_pattern""}"
EAN13_09_0057.jpg,91350,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[197,203,234,223],""all_points_y"":[197,412,407,190]}","{""barcode"":""ean_pattern""}"
EAN13_09_0081.jpg,52533,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[191,205,236,222],""all_points_y"":[191,437,435,189]}","{""barcode"":""ean_pattern""}"
EAN13_09_0080.jpg,102797,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[22,297,291,30],""all_points_y"":[324,337,373,357]}","{""barcode"":""ean_pattern""}"
EAN13_09_0079.jpg,80641,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[29,273,272,29],""all_points_y"":[391,388,436,427]}","{""barcode"":""ean_pattern""}"
EAN13_09_0078.jpg,69250,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[128,377,373,116],""all_points_y"":[194,235,269,231]}","{""barcode"":""ean_pattern""}"
EAN13_09_0077.jpg,67359,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[227,261,266,228],""all_points_y"":[149,151,413,409]}","{""barcode"":""ean_pattern""}"
EAN13_09_0076.jpg,83038,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[68,374,365,69],""all_points_y"":[239,244,285,287]}","{""barcode"":""ean_pattern""}"
EAN13_09_0075.jpg,81077,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[119,157,151,117],""all_points_y"":[24,25,251,252]}","{""barcode"":""ean_pattern""}"
EAN13_09_0074.jpg,59201,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[70,356,354,64],""all_points_y"":[105,118,157,143]}","{""barcode"":""ean_pattern""}"
EAN13_09_0073.jpg,68515,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[163,161,189,190],""all_points_y"":[179,381,373,177]}","{""barcode"":""ean_pattern""}"
EAN13_09_0072.jpg,91664,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[195,210,245,228],""all_points_y"":[174,413,407,162]}","{""barcode"":""ean_pattern""}"
EAN13_09_0071.jpg,87449,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[29,317,317,29],""all_points_y"":[355,353,392,394]}","{""barcode"":""ean_pattern""}"
EAN13_09_0070.jpg,95717,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[306,337,331,292],""all_points_y"":[173,175,445,444]}","{""barcode"":""ean_pattern""}"
EAN13_09_0093.jpg,65182,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[86,319,317,77],""all_points_y"":[257,265,307,287]}","{""barcode"":""ean_pattern""}"
EAN13_09_0092.jpg,109304,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[168,196,194,147],""all_points_y"":[49,50,304,299]}","{""barcode"":""ean_pattern""}"
EAN13_09_0091.jpg,58926,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[75,406,399,75],""all_points_y"":[117,143,199,161]}","{""barcode"":""ean_pattern""}"
EAN13_09_0090.jpg,103792,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[77,333,329,80],""all_points_y"":[56,67,97,83]}","{""barcode"":""ean_pattern""}"
EAN13_09_0089.jpg,62161,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[55,337,333,52],""all_points_y"":[177,188,231,211]}","{""barcode"":""ean_pattern""}"
EAN13_09_0088.jpg,80142,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[59,370,364,61],""all_points_y"":[383,393,435,418]}","{""barcode"":""ean_pattern""}"
EAN13_09_0087.jpg,87741,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[35,283,283,41],""all_points_y"":[465,451,483,496]}","{""barcode"":""ean_pattern""}"
EAN13_09_0085.jpg,100325,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[94,423,426,92],""all_points_y"":[58,73,124,92]}","{""barcode"":""ean_pattern""}"
EAN13_09_0084.jpg,90882,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[80,420,414,75],""all_points_y"":[50,60,112,90]}","{""barcode"":""ean_pattern""}"
EAN13_09_0083.jpg,98353,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[218,218,270,268],""all_points_y"":[111,461,465,120]}","{""barcode"":""ean_pattern""}"
EAN13_09_0082.jpg,53087,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[217,265,243,195],""all_points_y"":[481,477,199,205]}","{""barcode"":""ean_pattern""}"
Excise_stamp_0024.jpg,71041,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[260,280,282,262],""all_points_y"":[158,158,208,208]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0024.jpg,71041,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[180,179,162,162],""all_points_y"":[208,159,161,209]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0024.jpg,71041,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[328,328,362],""all_points_y"":[171,202,204]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0022.jpg,66821,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[341,364,366,345],""all_points_y"":[197,199,133,133]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0022.jpg,66821,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[142,179,180],""all_points_y"":[137,138,176]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0020.jpg,75051,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[187,209,207,187],""all_points_y"":[103,102,162,163]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0020.jpg,75051,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[353,358,391],""all_points_y"":[121,152,153]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0018.jpg,67160,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[203,201,182,184],""all_points_y"":[119,166,164,119]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0018.jpg,67160,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[282,300,298,279],""all_points_y"":[124,124,174,171]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0018.jpg,67160,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[348,346,379],""all_points_y"":[138,169,170]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0016.jpg,73269,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[163,184,187,165],""all_points_y"":[110,110,167,167]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0016.jpg,73269,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[350,352,399],""all_points_y"":[115,153,151]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0015.jpg,70338,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[188,190,209,207],""all_points_y"":[131,197,197,131]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0015.jpg,70338,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[368,370,410],""all_points_y"":[139,178,174]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0014.jpg,73442,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[132,157,153,128],""all_points_y"":[75,77,146,143]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0014.jpg,73442,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[326,325,367],""all_points_y"":[109,146,149]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0007.jpg,74612,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[188,215,217,189],""all_points_y"":[175,174,235,235]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0007.jpg,74612,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[317,340,339,317],""all_points_y"":[171,171,235,232]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0007.jpg,74612,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[133,133,74],""all_points_y"":[223,180,180]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0004.jpg,43745,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[113,155,155],""all_points_y"":[66,68,113]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0004.jpg,43745,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[248,250,224,221],""all_points_y"":[55,117,118,57]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0004.jpg,43745,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[352,375,370,350],""all_points_y"":[114,111,50,51]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0002.jpg,77555,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[139,184,183,140],""all_points_y"":[347,345,327,329]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0002.jpg,77555,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[191,192,146,144],""all_points_y"":[415,434,436,417]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0002.jpg,77555,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[174,143,170],""all_points_y"":[283,285,254]}","{""barcode"":""datamatrix_pattern""}"
EAN13_09_0100.jpg,71391,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[149,180,172,142],""all_points_y"":[102,102,319,312]}","{""barcode"":""ean_pattern""}"
EAN13_09_0099.jpg,75343,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[134,180,185,143],""all_points_y"":[38,37,337,339]}","{""barcode"":""ean_pattern""}"
EAN13_09_0098.jpg,80137,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[21,349,352,17],""all_points_y"":[354,354,398,396]}","{""barcode"":""ean_pattern""}"
EAN13_09_0097.jpg,77830,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[85,114,103,82],""all_points_y"":[197,199,455,446]}","{""barcode"":""ean_pattern""}"
EAN13_09_0096.jpg,86419,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[102,406,393,74],""all_points_y"":[101,191,227,138]}","{""barcode"":""ean_pattern""}"
EAN13_09_0095.jpg,95365,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[159,205,221,176],""all_points_y"":[61,59,372,373]}","{""barcode"":""ean_pattern""}"
EAN13_09_0094.jpg,98020,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[68,273,278,64],""all_points_y"":[329,331,371,361]}","{""barcode"":""ean_pattern""}"
Excise_stamp_0045.jpg,61284,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[319,318,350],""all_points_y"":[104,134,134]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0045.jpg,61284,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[192,193,173,177],""all_points_y"":[90,140,138,87]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0044.jpg,67314,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[173,193,192],""all_points_y"":[203,202,183]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0044.jpg,67314,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[172,198,198,170],""all_points_y"":[240,239,227,227]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0044.jpg,67314,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[198,199,173,171],""all_points_y"":[277,286,287,279]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0043.jpg,62964,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[139,136,171],""all_points_y"":[345,312,311]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0043.jpg,62964,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[179,179,129,128],""all_points_y"":[167,185,184,164]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0042.jpg,68579,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[135,200,199,134],""all_points_y"":[145,148,172,172]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0042.jpg,68579,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[189,152,152],""all_points_y"":[323,367,324]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0041.jpg,67794,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[135,190,189,135],""all_points_y"":[161,162,181,181]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0041.jpg,67794,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[137,171,138],""all_points_y"":[319,319,354]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0040.jpg,73825,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[121,126,149,146],""all_points_y"":[164,87,89,165]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0040.jpg,73825,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[325,370,328],""all_points_y"":[160,161,113]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0039.jpg,73163,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[165,197,192,163],""all_points_y"":[141,139,213,210]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0039.jpg,73163,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[370,371,423],""all_points_y"":[157,203,201]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0038.jpg,70962,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[161,180,179,159],""all_points_y"":[104,103,161,162]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0038.jpg,70962,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[333,368,331],""all_points_y"":[152,153,117]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0037.jpg,75164,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[167,197,199],""all_points_y"":[147,178,149]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0037.jpg,75164,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[259,254,234,240],""all_points_y"":[142,188,186,143]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0037.jpg,75164,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[315,321,336,331],""all_points_y"":[187,146,148,191]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0036.jpg,70568,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[192,215,214],""all_points_y"":[118,120,142]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0036.jpg,70568,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[265,263,247,250],""all_points_y"":[119,155,152,115]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0036.jpg,70568,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[330,326,309,314],""all_points_y"":[125,160,157,123]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0035.jpg,67956,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[140,184,185],""all_points_y"":[120,120,156]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0035.jpg,67956,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[217,237,237,221],""all_points_y"":[115,115,160,158]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0035.jpg,67956,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[300,301,316,316],""all_points_y"":[117,156,157,116]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0034.jpg,64961,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[135,170,168],""all_points_y"":[79,79,114]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0034.jpg,64961,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[242,242,222,222],""all_points_y"":[74,126,124,76]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0034.jpg,64961,"{}",3,2,"{""name"":""polygon"",""all_points_x"":[335,338,319,317],""all_points_y"":[79,121,123,77]}","{""barcode"":""pdf417_pattern""}"
Excise_stamp_0033.jpg,68108,"{}",3,0,"{""name"":""polygon"",""all_points_x"":[169,194,194],""all_points_y"":[117,117,143]}","{""barcode"":""datamatrix_pattern""}"
Excise_stamp_0033.jpg,68108,"{}",3,1,"{""name"":""polygon"",""all_points_x"":[250,250,233,232],""all_points_y"":[111,148,148,108]}","{""barcode"":""pdf417_pattern""}"
